ComID,TotDASqKm,QA_MA_cfs,QA_MA_cms
800027016,0.6746,0,0
800039873,0.2905,0,0
800037734,1.1989,0,0
800031311,0.4958,0,0
800033442,1.4444,0,0
800039917,21.8828,0,0
800039968,0.9531,0,0
800031340,0.0889,0,0
800039969,0.6281,0,0
800029170,0.1764,0,0
800024852,0.6079,0,0
800024882,0.1497,0,0
800035664,0.1497,0,0
800037806,2.2471,0,0
800037758,11.9871,0,0
800031326,0.3715,0,0
800031199,0.2318,0,0
800024721,7.7713,0,0
800026936,7.7419,0,0
800039791,0.2323,0,0
800039794,1.8211,0,0
800024720,0.7223,0,0
800035484,0.7744,0,0
800033337,0.0353,0,0
800024718,0.2554,0,0
800037632,0.5584,0,0
800026895,432.4895,0,0
800026897,432.9345,0,0
800026972,0.7669,0,0
800039819,0.7669,0,0
800026970,0.0045,0,0
800026971,0.4123,0,0
800024745,2.1417,0,0
800029043,2.1424,0,0
800039815,0.8779,0,0
800037660,0.5905,0,0
800033360,0.2805,0,0
800033359,0.358,0,0
800037659,1.8898,0,0
800039817,1.8903,0,0
800026969,0.7959,0,0
800027002,0.2735,0,0
800037661,1.0315,0,0
800024744,1.0348,0,0
800031225,1.0354,0,0
800026930,1.3397,0,0
800033361,1.3415,0,0
800039789,0.3559,0,0
800026929,0.3011,0,0
800024746,0.2921,0,0
800037629,0.2917,0,0
800023734,8.4595,0,0
800026896,8.4595,0,0
800039712,1.2248,0,0
800024683,5.5486,0,0
800039739,5.5476,0,0
800024689,4.0645,0,0
800024690,4.2764,0,0
800024691,4.5552,0,0
800031169,4.7637,0,0
800026904,4.0086,0,0
800028992,4.1665,0,0
800031168,3.9994,0,0
800037609,4.1665,0,0
800026871,3.9829,0,0
800039743,0.2799,0,0
800026870,3.9566,0,0
800031149,1.8701,0,0
800037585,1.8701,0,0
800037586,3.9566,0,0
800035426,4.0644,0,0
800026836,8.8601,0,0
800026837,8.6688,0,0
800028969,0.6051,0,0
800033276,2.1994,0,0
800033277,1.9809,0,0
800035414,2.0208,0,0
800037581,8.5918,0,0
800039714,9.0276,0,0
800031028,0.009,0,0
800033169,0,0,0
800025937,28.5673,0,0
800035307,25.1668,0,0
800039587,30.2437,0,0
800031012,20.1532,0,0
800037494,1.3119,0,0
800039649,0.6466,0,0
800035237,1.4544,0,0
800037429,1.4542,0,0
800039648,0.4841,0,0
800026705,0.2884,0,0
800035236,0.2884,0,0
800026703,0.3012,0,0
800030956,1.9231,0,0
800035216,0.0537,0,0
800037404,0.2994,0,0
800024470,1.0172,0,0
800030955,1.0122,0,0
800030954,5.5069,0,0
800024467,5.2674,0,0
800024468,0.5334,0,0
800026686,4.5111,0,0
800035217,4.5052,0,0
800030978,3.8673,0,0
800026687,0.4139,0,0
800024435,55.5955,0,0
800026640,56.4614,0,0
800028757,57.758,0,0
800030906,55.7578,0,0
800030926,55.328,0,0
800035156,55.291,0,0
800037376,55.5124,0,0
800037400,2.3527,0,0
800024466,1.9689,0,0
800035212,0.3045,0,0
800033098,0.341,0,0
800028779,1.3553,0,0
800030953,0.5906,0,0
800037403,0.6925,0,0
800026682,58.3386,0,0
800039558,58.3276,0,0
800030934,3.4475,0,0
800035190,3.9293,0,0
800035191,3.8169,0,0
800024444,0.6522,0,0
800026668,0.158,0,0
800030933,0.1469,0,0
800033085,2.4295,0,0
800035189,0.8983,0,0
800037379,0.062,0,0
800030930,0.5594,0,0
800039534,0.1413,0,0
800024441,0.0767,0,0
800024440,0.2694,0,0
800028760,0.0646,0,0
800035188,0.265,0,0
800037380,0.1189,0,0
800030932,0.1469,0,0
800039537,0.0435,0,0
800039540,0.0433,0,0
800037383,73.6253,0,0
800024437,1.1996,0,0
800030927,1.2083,0,0
800030928,1.1553,0,0
800024438,1.1444,0,0
800033083,0.0123,0,0
800026667,0.8185,0,0
800037381,0.6484,0,0
800033082,1.143,0,0
800024439,1.1571,0,0
800028758,1.1643,0,0
800028759,62.7552,0,0
800035186,0.4933,0,0
800026664,57.758,0,0
800039533,61.5893,0,0
800030929,1.1571,0,0
800037378,63.2586,0,0
800026669,73.013,0,0
800028762,73.0118,0,0
800024325,1.5401,0,0
800035059,1.5484,0,0
800026558,0.1189,0,0
800026559,1.4171,0,0
800039418,1.2817,0,0
800028566,0.7715,0,0
800032910,84.8958,0,0
800028089,5.748,0,0
800032907,28.8076,0,0
800028565,10.1312,0,0
800032854,0.5268,0,0
800030727,1.0583,0,0
800026462,0.3507,0,0
800028564,0.0114,0,0
800030669,10.1054,0,0
800034879,10.1054,0,0
800032774,8.9142,0,0
800028489,4.6393,0,0
800030637,1.0448,0,0
800030636,0.5324,0,0
800039221,0.013,0,0
800032486,24.3731,0,0
800036793,22.4772,0,0
800023901,20.7319,0,0
800030394,20.6931,0,0
800026099,18.7901,0,0
800034640,14.4825,0,0
800023940,14.0196,0,0
800030437,14.1193,0,0
800036872,1.6098,0,0
800038987,1.6573,0,0
800034672,0.3084,0,0
800028279,0.0555,0,0
800026134,0.2253,0,0
800030395,0.2055,0,0
800032573,0.0139,0,0
800030438,12.3645,0,0
800026163,2.8437,0,0
800028321,2.6765,0,0
800039067,2.6739,0,0
800036873,1.4703,0,0
800026164,2.8236,0,0
800036912,2.1409,0,0
800034706,0.4493,0,0
800034707,0.4445,0,0
800028322,2.0998,0,0
800030601,0,0,0
800026096,46.6624,0,0
800036870,46.2421,0,0
800032616,1.5713,0,0
800026162,0.0491,0,0
800023981,1.4794,0,0
800023980,0.1776,0,0
800030477,0.0102,0,0
800026161,0.045,0,0
800023982,1.7063,0,0
800034710,0.0015,0,0
800039069,0.0177,0,0
800034639,4.2378,0,0
800030396,1.1273,0,0
800034638,2.7267,0,0
800026098,1.7517,0,0
800038988,0.9246,0,0
800023902,0,0,0
800028235,0.3814,0,0
800023903,0.483,0,0
800028234,0.0051,0,0
800026097,0.0585,0,0
800024550,0.6153,0,0
800033168,0.4492,0,0
800035287,0.4397,0,0
800024551,0.0563,0,0
800033170,0.0883,0,0
800039485,51.5624,0,0
800030891,50.488,0,0
800035134,0.3995,0,0
800037336,0.3085,0,0
800037337,2.4417,0,0
800031247,1.5042,0,0
800035525,1.1554,0,0
800037680,1.1607,0,0
800027003,0.3331,0,0
800037678,0.7876,0,0
800035523,0.2073,0,0
800035524,0.2179,0,0
800037677,0.2703,0,0
800029060,0.1926,0,0
800037679,0.4437,0,0
800027018,1.3962,0,0
800035547,0.1896,0,0
800037695,0.6831,0,0
800029085,0.4124,0,0
800037696,0.2378,0,0
800033403,2.7776,0,0
800035548,0.4729,0,0
800024803,0.1721,0,0
800029086,0.2203,0,0
800029088,0.6126,0,0
800029087,0.2769,0,0
800029106,0.5166,0,0
800033424,0.2265,0,0
800029105,0.1281,0,0
800039897,13.1203,0,0
800033425,2.3955,0,0
800039874,1.0978,0,0
800039895,0.3241,0,0
800031313,0.62,0,0
800035579,0.0689,0,0
800035580,0.5673,0,0
800035603,0.638,0,0
800024774,0.1518,0,0
800029061,0.5922,0,0
800029089,0.998,0,0
800027017,0.5821,0,0
800037697,0.17,0,0
800024804,0.007,0,0
800031262,0.0925,0,0
800030856,2.1634,0,0
800028677,0.2234,0,0
800033007,0.3258,0,0
800026576,0.1584,0,0
800030855,0.4068,0,0
800024371,2.9653,0,0
800035120,3.4016,0,0
800030832,2.73,0,0
800032993,1.4221,0,0
800037278,1.42,0,0
800026556,0.6519,0,0
800039419,0.4295,0,0
800032992,0.4926,0,0
800035073,0.3189,0,0
800035072,0.6179,0,0
800039420,1.2584,0,0
800039421,1.2622,0,0
800032989,1.2908,0,0
800032990,0.2297,0,0
800037277,0.0066,0,0
800028653,0.2171,0,0
800032991,0.9368,0,0
800037257,0.8332,0,0
800030808,0.1145,0,0
800037258,0.1397,0,0
800030807,12.0894,0,0
800030806,8.3852,0,0
800028635,0.6038,0,0
800026538,2.6583,0,0
800039403,0.1522,0,0
800039402,2.493,0,0
800028634,1.0103,0,0
800039381,1.3479,0,0
800039380,0.6171,0,0
800032954,0.4502,0,0
800030793,0.1803,0,0
800028621,0.2547,0,0
800032972,7.7693,0,0
800028636,0.1317,0,0
800026536,7.5818,0,0
800037256,0.7253,0,0
800026535,4.6237,0,0
800026520,8.5372,0,0
800024303,3.9055,0,0
800039379,0.1168,0,0
800024302,3.2543,0,0
800032953,0.0928,0,0
800035038,0.9949,0,0
800028620,2.8408,0,0
800039378,2.6278,0,0
800037241,2.4507,0,0
800028618,0.8621,0,0
800037240,0.4107,0,0
800037239,0.7576,0,0
800030792,0.3852,0,0
800037242,0.1213,0,0
800028619,0.1783,0,0
800039284,2.2954,0,0
800032856,0.2499,0,0
800028536,0.9595,0,0
800030535,1.0249,0,0
800034786,0.3489,0,0
800024097,0.0201,0,0
800030574,0.0107,0,0
800034787,0.1529,0,0
800024061,0.6603,0,0
800024060,0.1339,0,0
800024024,11.9877,0,0
800028358,11.8624,0,0
800023983,6.1339,0,0
800032652,6.251,0,0
800039068,4.9148,0,0
800032617,1.9482,0,0
800026208,5.5878,0,0
800030505,5.5858,0,0
800036938,5.6104,0,0
800024021,0.0703,0,0
800026207,0.0906,0,0
800034746,0.7895,0,0
800024022,4.7832,0,0
800032651,3.6836,0,0
800036937,3.4117,0,0
800039098,0.3227,0,0
800026165,0.8282,0,0
800024025,1.5229,0,0
800030436,2.9036,0,0
800023939,0.497,0,0
800036871,0.6148,0,0
800023900,2.1809,0,0
800036967,18.5553,0,0
800036966,0.1634,0,0
800034785,16.8928,0,0
800033102,1.6602,0,0
800030963,1.1956,0,0
800039565,1.1901,0,0
800037430,1.0733,0,0
800030962,1.4661,0,0
800035239,1.1613,0,0
800026707,1.0549,0,0
800035240,1.0093,0,0
800033570,-9999,0,0
800027141,212.5181,0,0
800033475,204.6897,0,0
800037803,208.8923,0,0
800040008,205.0059,0,0
800040009,205.3004,0,0
800039813,399.1492,0,0
800029090,31.6879,0,0
800039875,31.4563,0,0
800029021,5.2578,0,0
800031148,1.0224,0,0
800035423,1.8395,0,0
800037584,1.3313,0,0
800031165,431.9195,0,0
800035418,0.1427,0,0
800028875,1.3362,0,0
800028878,7.2684,0,0
800031086,6.4214,0,0
800039679,4.9034,0,0
800026751,8.6827,0,0
800026780,7.164,0,0
800028852,8.2677,0,0
800037529,5.1092,0,0
800026838,3.3419,0,0
800028911,4.2882,0,0
800028094,14.4912,0,0
800024443,0.2791,0,0
800039539,0.2805,0,0
800034709,2.0998,0,0
800026209,5.5878,0,0
800039763,433.1171,0,0
800026801,0.4574,0,0
800031081,0.8498,0,0
800031082,0.3979,0,0
800039675,0.1721,0,0
800024881,0.2835,0,0
800033474,0.3373,0,0
800035641,0.2918,0,0
800027103,0.068,0,0
800033087,77.5972,0,0
800026666,72.6248,0,0
800039536,72.6241,0,0
800031245,0.665,0,0
800035215,0.0857,0,0
800023941,0.1211,0,0
800028280,0.1283,0,0
800028654,4.7518,0,0
800030984,1.1151,0,0
800033130,0.6783,0,0
800026900,5.7295,0,0
800033306,438.6677,0,0
800037808,212.8527,0,0
800030988,0.7351,0,0
800035422,0.2873,0,0
800028765,0.4452,0,0
800035192,0.0313,0,0
800025933,31.1347,0,0
800028637,36.3063,0,0
800039541,0.1803,0,0
800031192,412.586,0,0
800035479,412.5906,0,0
800037607,422.7125,0,0
800027104,9.6174,0,0
800039970,8.8787,0,0
800029178,1.0462,0,0
800027138,0.0003,0,0
800039971,0.526,0,0
800039972,0.1296,0,0
800039818,1.9578,0,0
800026135,1.6646,0,0
800030233,44.4308,0,0
800031285,7.5808,0,0
800029020,5.6403,0,0
800037637,5.7156,0,0
800026905,2.7008,0,0
800031167,1.7384,0,0
800035454,2.1286,0,0
800024688,438.8339,0,0
800026901,438.8345,0,0
800026902,438.8286,0,0
800028991,438.72,0,0
800024715,2.317,0,0
800026932,3.2591,0,0
800026933,3.2591,0,0
800026934,2.8996,0,0
800037633,1.1633,0,0
800039790,3.8633,0,0
800028970,0.507,0,0
800035382,13.4796,0,0
800039676,18.0366,0,0
800028782,4.8135,0,0
800028778,58.3341,0,0
800037377,58.3276,0,0
800037401,58.3582,0,0
800037402,60.9538,0,0
800030935,0.0002,0,0
800028764,78.2466,0,0
800024436,63.3852,0,0
800024442,68.4014,0,0
800030931,72.4236,0,0
800033081,65.0652,0,0
800035183,64.5652,0,0
800034708,2.1409,0,0
800024023,52.0513,0,0
800026354,0.2412,0,0
800037026,40.0351,0,0
800038822,51.9767,0,0
800030234,30.6858,0,0
800035135,48.0199,0,0
800023984,16.9211,0,0
800026166,16.9412,0,0
800036913,16.9385,0,0
800039967,14.399,0,0
800033100,33.6107,0,0
800030232,2.4911,0,0
800024880,16.2872,0,0
800023733,-9999,0,0
800026136,-9999,0,0
800024165,-9999,0,0
800028323,-9999,0,0
800032749,-9999,0,0
800036679,-9999,0,0
800032887,60.454,0,0
800032909,6.9144,0,0
800028578,44.4461,0,0
800028786,27.3462,0,0
800037431,27.1196,0,0
800039584,23.4394,0,0
800030986,22.8364,0,0
800028804,21.3817,0,0
800041589,0.0654,0,0
800041204,0.0683,0,0
800035427,0.0669,0,0
800039785,0.5951,0,0
800029002,2.4185,0,0
800037620,0.5855,0,0
800024705,4.3606,0,0
800037619,0.0034,0,0
800037616,1.035,0,0
800036678,1.8459,0,0
800033077,5.2415,0,0
800029167,3.6212,0,0
800029166,0.3496,0,0
800035638,0.7304,0,0
800026723,125.1491,0,0
800040023,1.4296,0,0
800039963,60.6686,0,0
800033470,59.4951,0,0
800024460,0.1397,0,0
800033094,0.2675,0,0
800037394,0.1425,0,0
800028707,2.1758,0,0
800037625,20.8388,0,0
800035282,0.561,0,0
800035230,21.7283,0,0
800024405,1.3408,0,0
800033042,0.2179,0,0
800039475,1.5006,0,0
800039786,0.2671,0,0
800026637,0,0,0
800031185,0.4821,0,0
800039911,5.0321,0,0
800026964,0,0,0
800035573,0.7257,0,0
800033436,0.6898,0,0
800039828,0.7455,0,0
800031259,5.4338,0,0
800035539,4.5737,0,0
800037688,4.5655,0,0
800031280,1.0215,0,0
800027035,2.6987,0,0
800031279,3.596,0,0
800039827,0.2693,0,0
800039807,2.4275,0,0
800031236,2.3959,0,0
800031215,0.4233,0,0
800026960,0.6119,0,0
800031214,0.308,0,0
800029098,0.5289,0,0
800035504,0.1562,0,0
800024819,0.4707,0,0
800024737,0.2671,0,0
800039829,0.7541,0,0
800029156,3.8105,0,0
800037668,0.7878,0,0
800033352,1.0631,0,0
800039885,1.2827,0,0
800035468,1.1959,0,0
800035570,1.8451,0,0
800039909,0.2564,0,0
800035536,0.7347,0,0
800024764,2.1209,0,0
800039859,1.8663,0,0
800039806,1.7935,0,0
800035572,2.4319,0,0
800024844,0.6638,0,0
800039805,0.7218,0,0
800031213,0.1787,0,0
800024736,1.0707,0,0
800033330,4.4687,0,0
800039782,3.7751,0,0
800027051,1.497,0,0
800035569,1.6141,0,0
800035634,0.6111,0,0
800029157,24.7753,0,0
800024741,0.6964,0,0
800033419,0.3329,0,0
800024875,16.0464,0,0
800029155,12.004,0,0
800033378,0.8802,0,0
800039910,3.643,0,0
800031303,3.5687,0,0
800024735,2.2088,0,0
800031211,1.4718,0,0
800031212,0.3992,0,0
800032932,0.1242,0,0
800030769,0.0167,0,0
800026500,0.7032,0,0
800028599,3.2759,0,0
800026499,1.0602,0,0
800032906,18.6741,0,0
800026919,2.4694,0,0
800039781,2.4163,0,0
800029005,1.0714,0,0
800029004,0.4015,0,0
800024706,0.0935,0,0
800031183,0.8022,0,0
800031181,3.2049,0,0
800028964,0.6041,0,0
800035378,0.6572,0,0
800026831,0.1614,0,0
800029006,0.2086,0,0
800033183,0.3465,0,0
800026772,0.5157,0,0
800037577,0.1127,0,0
800037549,0.2269,0,0
800026862,1.2789,0,0
800024652,0.9063,0,0
800031138,1.5493,0,0
800028871,0.9449,0,0
800031022,3.2833,0,0
800039759,0.4728,0,0
800033249,0.3543,0,0
800031111,1.5767,0,0
800035338,0.8728,0,0
800033247,2.1354,0,0
800031110,29.8763,0,0
800024653,0.8734,0,0
800037578,0.6584,0,0
800031161,0.6746,0,0
800026771,0.8911,0,0
800039756,0.4787,0,0
800024623,26.1057,0,0
800035377,26.006,0,0
800037548,27.2122,0,0
800026773,1.4942,0,0
800031044,3.7257,0,0
800024569,2.2251,0,0
800037547,0.3406,0,0
800033245,25.7989,0,0
800031042,1.2733,0,0
800033244,0.1692,0,0
800035445,0.4969,0,0
800028940,25.1122,0,0
800039735,0.7319,0,0
800033271,21.9504,0,0
800035376,22.9749,0,0
800039733,21.9342,0,0
800024650,0.2781,0,0
800028986,2.4523,0,0
800028903,0.6317,0,0
800037602,1.1495,0,0
800037601,0.3814,0,0
800035408,1.8524,0,0
800026861,21.1372,0,0
800024651,0.3708,0,0
800028904,0.5526,0,0
800033299,0.5704,0,0
800031180,0.9146,0,0
800026797,0.8711,0,0
800028985,0.3998,0,0
800033211,1.3915,0,0
800037521,0.1716,0,0
800031109,0.8433,0,0
800035299,2.3383,0,0
800037603,0.3322,0,0
800028939,0.6057,0,0
800031076,0.5044,0,0
800026768,6.894,0,0
800033246,0.5058,0,0
800035407,0.4766,0,0
800035336,0.2861,0,0
800028962,0.9596,0,0
800031040,4.8463,0,0
800024533,2.3444,0,0
800039641,1.1069,0,0
800024675,0.3102,0,0
800039755,2.9233,0,0
800024647,13.8148,0,0
800031039,0.4075,0,0
800024649,0.4099,0,0
800037599,0.3449,0,0
800026858,12.4178,0,0
800039732,1.9768,0,0
800037600,0.5757,0,0
800026829,0.6887,0,0
800026859,0.7833,0,0
800031137,10.4158,0,0
800028960,0.3508,0,0
800033242,0.7802,0,0
800039672,0.476,0,0
800033210,0.7873,0,0
800024676,1.0127,0,0
800033180,1.8104,0,0
800028961,1.2134,0,0
800035375,1.0339,0,0
800031038,0.1496,0,0
800037462,0.8334,0,0
800026883,0.1817,0,0
800024672,0.447,0,0
800024622,1.1297,0,0
800037598,0.8936,0,0
800037597,0.3686,0,0
800024646,0.7924,0,0
800035404,0.2823,0,0
800031135,0.9982,0,0
800024700,0.9381,0,0
800039734,19.264,0,0
800033272,14.6286,0,0
800037371,0.2014,0,0
800028745,2.801,0,0
800035172,2.2492,0,0
800033071,0.4803,0,0
800035146,0.7042,0,0
800039500,0.5568,0,0
800035144,0.2359,0,0
800035145,0.3789,0,0
800026659,3.3419,0,0
800026679,2.108,0,0
800024459,1.5314,0,0
800024461,0.3478,0,0
800035180,0.5004,0,0
800035206,0.9196,0,0
800035205,0.474,0,0
800028750,0.4343,0,0
800035204,0.652,0,0
800024458,0.2134,0,0
800024485,18.836,0,0
800033075,1.1854,0,0
800030947,0.6798,0,0
800039483,0.5075,0,0
800039506,0.8004,0,0
800030903,0.8061,0,0
800037359,0.7013,0,0
800028728,1.0623,0,0
800033057,0.3816,0,0
800030902,0.4296,0,0
800024385,1.9526,0,0
800035154,1.0676,0,0
800039504,0.9718,0,0
800035153,0.6304,0,0
800033055,0.22,0,0
800039482,0.7479,0,0
800037356,2.0826,0,0
800024383,1.6935,0,0
800037353,2.7971,0,0
800028723,0.3355,0,0
800033052,0.1981,0,0
800039476,1.6866,0,0
800035125,0.604,0,0
800028720,1.2037,0,0
800030899,0.3431,0,0
800026720,0.7836,0,0
800035281,0.2588,0,0
800037441,0.1461,0,0
800031002,0.3732,0,0
800024538,0.2694,0,0
800024490,0.343,0,0
800037467,0.3367,0,0
800037440,0.7485,0,0
800026742,19.082,0,0
800024491,0.3607,0,0
800039574,0.3789,0,0
800037439,0.9829,0,0
800037417,2.0296,0,0
800033112,12.5449,0,0
800039552,1.0063,0,0
800035253,0.8161,0,0
800033091,2.74,0,0
800033093,1.9581,0,0
800028792,0.1711,0,0
800026698,11.2068,0,0
800030998,0.4676,0,0
800031019,0.632,0,0
800028815,0.3017,0,0
800028747,0.1395,0,0
800035171,0.462,0,0
800030918,0.1906,0,0
800039595,0.7313,0,0
800028793,0.7941,0,0
800028746,0.2132,0,0
800035276,0.811,0,0
800035199,0.3534,0,0
800037369,1.1425,0,0
800037463,1.4618,0,0
800024403,0.7039,0,0
800026675,1.2376,0,0
800026677,0.4726,0,0
800024513,0.8986,0,0
800033111,10.0045,0,0
800028791,3.0644,0,0
800037416,0.3829,0,0
800035152,0.3645,0,0
800026716,0.8296,0,0
800030997,4.6936,0,0
800037437,2.9148,0,0
800026674,1.6263,0,0
800030971,2.1706,0,0
800037368,1.2563,0,0
800030917,0.8796,0,0
800039550,1.3713,0,0
800037415,0.7046,0,0
