,state,feature_id,dam_name,stream_name,watershed_huc2,region,latitude,longitude,StrOrder,TotDA.SqKm,AvgAnnualQ.CS,dam_length_m,Removal_year,Built_year,DamPurpose,DamMaterial,DamMaterialCat,dam_height_m,HtCategory,number_removed_project,project_identifier,multi_dam_flag,DR_Cost,RemovalReason,SedimentManagement,ContaminatedSediment,MitigationDrivers,PostRemovalDrivers,TOTAL_DRIVERS,SD_score,MD_score,PR_score,Tot_Drivers,CostEst_StAdj
497,PA,80d697b1-e34e-44d9-ac96-6af0408534a5,Graceland Dam,Tributary To Neshannock River,Ohio Region,Northeast,40.02208969,-80.32603817,2,11.8701,0.147219288,NA,2006,1930,other,"concrete, earth, masonry",2,5.2,between 5 and 10,1,NA,0,43444,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,43444
498,PA,1ada66cb-aeec-4965-ba38-b9d5d591607f,Palmerton Dam,Lehigh River,Mid Atlantic Region,Northeast,40.7919,-75.6356,5,2081.5776,46.39565302,79,2006,NA,water supply,unknown,,0.8,less than 5,1,NA,0,120196,Restoration,NA,NA,NA,NA,0,0,0,0,0,120196
499,PA,98fe9680-bc0c-4d61-8dcd-d257ce777279,Maple Dam,Tunkhannock Creek,Mid Atlantic Region,Northeast,41.0656,-75.521445,2,54.054,1.431161764,15.5,2017,NA,unknown,masonry,3,0.9,less than 5,1,NA,0,27458,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,27458
500,PA,af5b1c15-4b3c-4508-93ec-a0cd138f420c,Maple Grove Dam,Little Conestoga River,Mid Atlantic Region,Northeast,NA,NA,NA,NA,NA,NA,1997,NA,power,concrete,3,1.8,less than 5,1,NA,0,35356,Restoration,NA,NA,NA,NA,0,0,0,0,0,35356
501,PA,5c719d2b-ff64-4d7a-895a-49d6f0d39384,Sharrer's Mill Dam,Conewago Creek,Mid Atlantic Region,Northeast,39.90635,-77.1008,4,254.1447,3.585026098,86.5,2006,NA,power,unknown,,2,less than 5,1,NA,0,140615,Safety,NA,NA,NA,NA,0,0,0,0,0,140615
502,PA,a7efacb7-291d-4da3-bc1f-82892998e881,Harmony Junction Dam,Connoquenessing Creek,Ohio Region,Northeast,40.79711,-80.1044,5,627.9174,7.8329779,37,2009,1915,"power, water supply",concrete,3,2.6,less than 5,1,NA,0,136774,Restoration,NA,NA,NA,NA,0,0,0,0,0,136774
503,PA,2c238ec6-4dfb-4f11-a92a-6876d4a4d5c5,Wetmore Run Dam ,Wetmore Run,Mid Atlantic Region,Northeast,41.71611,-77.7144,2,11.1645,0.18635317,NA,2013,NA,water supply,concrete,3,2.1,less than 5,2,WR001,1,305726,Restoration,NA,NA,NA,NA,0,0,0,0,0,305726
504,PA,9a975db4-b5e2-42e4-9cc5-4ce3dc90c874,Daniel Esh Dam,Mill Creek,Mid Atlantic Region,Northeast,40.00989,-76.2772,3,143.2476,1.9210149,NA,2003,NA,recreation and resource management,unknown,,0.6,less than 5,1,NA,0,8886,Restoration,NA,NA,NA,"Revegetation,Other",2,0,0,2,2,8886
505,PA,c8732fab-f515-4672-8af6-3bbd4dd7b6a6,Shiffer's Mill Dam,Wiconisco Creek,Mid Atlantic Region,Northeast,40.54452,-76.8649,3,228.5388,3.781828184,NA,2004,NA,unknown,unknown,,NA,unknown,1,NA,0,41100,NA,NA,NA,NA,NA,0,0,0,0,0,41100
506,PA,3106f98a-0e70-423a-88f8-93408ab63260,Bear Rock Run Dam 1,Bear Rock Run,Ohio Region,Northeast,40.41015,-78.5836,1,3.7944,0.075266179,227.5,2007,1903,water supply,earth,1,9.1,between 5 and 10,2,BRR001,0,242355,Safety,NA,NA,NA,NA,0,0,0,0,0,242355
507,PA,5dcbbf5c-ff10-4cbe-969c-d0b62e61844c,Mcarthur Road Dam,Jordan Creek,Mid Atlantic Region,Northeast,40.6234,-75.4821,3,213.2199,3.729555285,29,2013,NA,unknown,concrete,3,0.9,less than 5,6,JC001,1,82235,Restoration,NA,NA,NA,NA,0,0,0,0,0,82235
508,PA,eca058c2-bf30-44d1-85ac-c8ed9f114ee9,Hackenberg Dam,Strodes Run,Mid Atlantic Region,Northeast,40.55704,-77.6839,3,25.9011,0.322783739,NA,2006,NA,unknown,concrete,3,1.2,less than 5,1,NA,0,8689,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,8689
509,PA,2728ec33-9beb-4bfa-891c-9e00a33a5f16,Unnamed Dam,Kishacoquillas Creek,Mid Atlantic Region,Northeast,40.64343,-77.5787,5,427.2687,6.307067966,30,1998,NA,unknown,unknown,,2.7,less than 5,1,NA,0,61147,NA,NA,NA,NA,NA,0,0,0,0,0,61147
510,PA,1dcb954e-7c04-4f40-9355-7cbecb1bb610,Rock Hill Dam,Conestoga River,Mid Atlantic Region,Northeast,39.96293,-76.3653,5,1028.2185,14.37142282,NA,1997,NA,power,masonry,3,4,less than 5,1,NA,0,249574,Restoration,NA,NA,NA,NA,0,0,0,0,0,249574
511,PA,5f4f7587-34cc-4091-a944-f8e6ae408acd,Piffer Dam,Tributary To Little Sandy Creek,Ohio Region,Northeast,41.37539,-79.929,1,4.3578,0.069178057,NA,2007,NA,unknown,earth,1,7.9,between 5 and 10,1,NA,0,1384888,Safety,ReservoirStab,NA,"WaterSupply,BankProtection",Utility.Relocation,4,1,2,1,4,1384888
512,PA,a10b0f78-f2dd-4dd7-8507-341f2525aadb,Silver Spring Dam,Trindle Spring Run,Mid Atlantic Region,Northeast,40.25199,-77.0073,2,46.1412,0.55636941,5.5,2006,NA,power,masonry,3,2.7,less than 5,1,NA,0,101370,"Safety,Restoration",NA,1,NA,NA,1,1,0,0,1,101370
513,PA,0fb2915a-51ba-46a5-bc16-63ac54eec9b1,Mountain Springs Dam 2,Bowmans Creek,Mid Atlantic Region,Northeast,41.3393,-76.2263,2,9.3267,0.22865854,119,2017,1911,recreation and resource management,concrete,3,5.5,between 5 and 10,1,NA,0,27458,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,27458
514,PA,699d35ad-f635-4f99-a2bb-e9daec5d03b2,Reedsville Mill Dam,Tea Creek,Mid Atlantic Region,Northeast,40.6672,-77.5993,2,28.6506,0.381767731,NA,2004,1975,power,"concrete, masonry, wood",2,4.3,less than 5,1,NA,0,115081,Restoration,NA,NA,NA,NA,0,0,0,0,0,115081
515,PA,63b06e68-d00a-4579-a38e-f1ea7c09b998,Fisher Dam,Pequea Creek,Mid Atlantic Region,Northeast,40.020065,-75.984297,3,50.1768,0.773531309,15,2010,NA,power,concrete,3,0.6,less than 5,1,NA,0,12785,Restoration,NA,NA,NA,NA,0,0,0,0,0,12785
516,PA,303b8ff8-a2f5-4bcd-adb1-10a0667db7a2,Lochner Dam,Smithtown Creek,Mid Atlantic Region,Northeast,40.45788,-75.083,1,3.6882,0.061957261,NA,2006,NA,recreation and resource management,masonry,3,2.1,less than 5,2,SC002,0,33790,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,33790
517,PA,51b34c23-fb49-4c52-a9db-ea7d23c5c9a2,Spanglers Mill Dam,Yellow Breeches Creek,Mid Atlantic Region,Northeast,40.21205,-76.9069,4,517.4784,7.080910761,46,2008,NA,power,concrete,3,2.4,less than 5,2,YBC001,0,50572,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,50572
518,PA,30ab90d2-49e6-4600-b66f-7faf3701c753,Charming Forge Dam,Tulpehocken Creek,Mid Atlantic Region,Northeast,40.38743,-76.1713,4,177.0354,2.652920445,40.5,2004,NA,power,concrete,3,2.1,less than 5,1,NA,0,90420,Restoration,NA,NA,NA,NA,0,0,0,0,0,90420
519,PA,faea40c3-14cb-4936-91fb-9a8355157207,East Branch Saucon Dam,Little Lehigh Creek,Mid Atlantic Region,Northeast,40.6166,-75.332082,2,26.3079,0.455023414,NA,2017,NA,power,concrete,3,1.2,less than 5,1,NA,0,56585,"Restoration,Other",NA,NA,NA,NA,0,0,0,0,0,56585
520,PA,eb897a62-7f2c-48e4-81d4-859f26f3a028,Unnamed Dam,Tributary To Glade Run,Mid Atlantic Region,Northeast,41.17083,-76.7718,2,7.5222,0.109472931,NA,2007,NA,unknown,"concrete, masonry",3,0.9,less than 5,1,NA,0,13849,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,13849
521,PA,62345276-4896-4036-896d-28dd0c57ebcc,Wittlinger Dam,Yellow Breeches Creek,Mid Atlantic Region,Northeast,40.14062,-77.127256,4,349.686,4.965302488,15.5,2007,NA,power,concrete,3,2.4,less than 5,1,NA,0,124640,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,124640
522,PA,cbbf6ed6-2e96-48c6-b64c-92afcc37041a,Mccoy-Linn Dam,Spring Creek,Mid Atlantic Region,Northeast,40.93101,-77.7853,4,378.0018,4.849458267,34,2007,NA,power,concrete,3,7.6,between 5 and 10,1,NA,0,563095,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,563095
523,PA,8f97ad2f-8dd0-45b4-b4ff-91e7c0847c55,Wolf Lake Dam,Conococheague Creek,Mid Atlantic Region,Northeast,39.94636,-77.6604,4,248.9481,3.618355027,25.3,2006,NA,unknown,masonry,3,NA,less than 5,2,CC002,1,157303,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,157303
524,PA,bfb289ec-2cdc-462b-b605-661ff8b18ee3,Sunray Dam And Unnamed Remnant,Conewango Creek,Ohio Region,Northeast,41.88029,-79.1402,5,2248.3161,42.68855299,37.5,2014,NA,water supply,"concrete, masonry, wood",2,3,less than 5,1,NA,0,103045,Restoration,NA,NA,NA,NA,0,0,0,0,0,103045
525,PA,717cbee3-3b7c-41f5-a731-460cadb3779e,Reading Museum Dam #2,Wyomissing Creek,Mid Atlantic Region,Northeast,40.32825,-75.9536,2,40.6566,0.61286152,NA,2004,NA,unknown,masonry,3,2.4,less than 5,2,WC001,1,547928,"Safety,Economic",NA,NA,NA,Public.Interpr.Facility,1,0,0,1,1,547928
526,PA,60d1a604-afb3-438b-bb1a-71024d981133,Tyler Hill Dam,Sunny Brook,Mid Atlantic Region,Northeast,41.6907,-75.1134,2,7.8858,0.135892549,NA,2017,1820,recreation and resource management,masonry,3,4,less than 5,1,NA,0,27458,NA,NA,NA,NA,NA,0,0,0,0,0,27458
527,PA,2b46c467-71b6-4e33-9c2f-345c044c6f3b,Cold Stream Dam,Cold Stream,Mid Atlantic Region,Northeast,40.8517,-78.2068,2,25.1433,0.414417056,30.3,2019,NA,water supply,unknown,,1.8,less than 5,1,NA,0,93765,Restoration,NA,NA,NA,NA,0,0,0,0,0,93765
528,PA,f4ca140d-45ee-4119-a3f6-473829091dfc,Unnamed Dam,Tributary To Cedar Run,Mid Atlantic Region,Northeast,40.2283224,-76.9201239,1,14.1111,0.170014349,NA,2007,1911,recreation and resource management,concrete,3,0.9,less than 5,2,TCR001,1,11910,Restoration,NA,NA,NA,NA,0,0,0,0,0,11910
529,PA,4a8a7643-7a4f-40fe-b8ee-03792adf5f7d,Krady Mill Dam,Chiques Creek,Mid Atlantic Region,Northeast,40.0683,-76.4987,3,164.3418,2.134184125,NA,2018,NA,power,concrete,3,1.5,less than 5,1,NA,0,116940,Restoration,NA,NA,NA,NA,0,0,0,0,0,116940
530,PA,f661d0b2-217d-4755-a01a-9113370a8737,Rose Hill Intake Dam,Kettle Creek,Mid Atlantic Region,Northeast,40.51592,-78.3606,1,7.8282,0.128275317,NA,1998,NA,water supply,masonry,3,3.7,less than 5,1,NA,0,30573,NA,NA,NA,NA,NA,0,0,0,0,0,30573
531,PA,9d566053-9042-4110-b05c-7ad0e8ef9453,Ralph Stover Dam,Tohickon Creek,Mid Atlantic Region,Northeast,40.43657,-75.1003,4,276.8688,4.744516032,47,2008,NA,recreation and resource management,"concrete, masonry",3,1.5,less than 5,1,NA,0,106794,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,106794
532,PA,6f130be6-e21c-4a7f-ae87-d2dabcab863c,Amish Dam #8,Muddy Creek,Mid Atlantic Region,Northeast,40.17809,-76.0503,2,42.6114,0.641291634,NA,2001,NA,water supply,unknown,,NA,less than 5,4,MC001,1,11730,NA,NA,NA,NA,NA,0,0,0,0,0,11730
533,PA,b4c5e892-4e72-407a-95ab-15e54541bbdb,Upper Trout Run Dam,Trout Run,Mid Atlantic Region,Northeast,40.804132,-78.267668,1,7.2594,0.119638679,23.5,2019,NA,water supply,unknown,,1.2,less than 5,3,TR001,0,96247,Restoration,NA,NA,NA,NA,0,0,0,0,0,96247
534,PA,bb1a585b-95cc-48e8-970a-800dc30d7448,Unnamed Dam,Lititz Run,Mid Atlantic Region,Northeast,NA,NA,NA,NA,NA,NA,1998,NA,unknown,unknown,,1.2,less than 5,2,LR001,1,8735,NA,NA,NA,NA,NA,0,0,0,0,0,8735
535,PA,da025465-515e-4d67-8456-b744b204122f,Reading Museum Dam #1,Wyomissing Creek,Mid Atlantic Region,Northeast,40.32832,-75.9521,2,40.6566,0.61286152,10.5,2004,NA,unknown,unknown,,0.9,less than 5,2,WC001,0,205473,"Safety,Economic",NA,NA,NA,Public.Interpr.Facility,1,0,0,1,1,205473
536,PA,8a2f387e-4cf1-4207-bac1-85934a4c495d,Lower Saucon Sportsmens Association Dam,East Branch Saucon Creek,Mid Atlantic Region,Northeast,40.60133,-75.3464,3,123.2253,2.041219916,35,2010,NA,unknown,concrete,3,0.6,less than 5,1,NA,0,16876,Safety,NA,NA,NA,NA,0,0,0,0,0,16876
537,PA,d35c6425-a4bf-4d8a-b555-fb8d74d1d4a6,Unnamed Dam #1,Houston Run,Mid Atlantic Region,Northeast,40.01136,-76.0624,1,8.7039,0.127114326,NA,2001,NA,power,unknown,,NA,unknown,1,NA,0,18768,Restoration,NA,NA,NA,NA,0,0,0,0,0,18768
538,PA,27bb6968-599a-4a1c-add6-b1492733ae27,Black Dam,Conodoguinet Creek,Mid Atlantic Region,Northeast,40.19409,-77.3719,4,747.0639,9.224581029,111.3,2003,NA,"power, water supply",concrete,3,3,less than 5,1,NA,0,115523,Restoration,NA,NA,NA,NA,0,0,0,0,0,115523
539,PA,3c09ee26-79c4-49e2-b8f8-29a7abede014,Right Branch Dam ,Right Branch Of Wetmore Run,Mid Atlantic Region,Northeast,41.71981,-77.7078,1,4.9014,0.081609153,NA,2013,NA,water supply,concrete,3,1.4,less than 5,2,WR001,0,203817,Restoration,NA,NA,NA,NA,0,0,0,0,0,203817
540,PA,a3093199-601c-47d0-959d-69c8f0a686d1,Eckenrode Mills Dam,Chest Creek,Mid Atlantic Region,Northeast,40.599029,-78.652144,3,85.2957,1.539700239,NA,2017,1830,other,masonry,3,1.5,less than 5,1,NA,0,27458,Restoration,NA,NA,NA,NA,0,0,0,0,0,27458
541,PA,14af489c-ac2c-4b19-8a5d-d51548a86a84,Castle Fin Dam,Muddy Creek,Mid Atlantic Region,Northeast,39.76665,-76.3266,4,336.6018,4.484765594,NA,1997,NA,power,concrete,3,1.5,less than 5,1,NA,0,415957,NA,NA,NA,NA,NA,0,0,0,0,0,415957
542,PA,3d75770e-2df7-4edb-902f-e8b8fba6aefe,Rhawn Street Dam,Pennypack Creek,Mid Atlantic Region,Northeast,40.04759,-75.0331,3,130.3506,2.001887816,46,2006,NA,power,masonry,3,NA,unknown,2,PC001,1,98962,Restoration,NA,NA,NA,Public.Interpr.Facility,1,0,0,1,1,98962
543,PA,7eb1db95-f8b3-4322-a76e-5b016ab8a6f4,East Petersburg Authority Dam,Little Conestoga River,Mid Atlantic Region,Northeast,NA,NA,NA,NA,NA,NA,1998,NA,unknown,unknown,,1.2,less than 5,1,NA,0,10191,Restoration,NA,NA,NA,NA,0,0,0,0,0,10191
544,PA,20aa56b6-8831-4955-8196-205ce25ee844,Heilman Dam,Mahoning Creek,Mid Atlantic Region,Northeast,40.82449,-75.7047,3,99.3231,1.982773944,37,2007,1914,water supply,"concrete, earth",2,4.6,less than 5,1,NA,0,166187,Safety,NA,NA,NA,NA,0,0,0,0,0,166187
545,PA,895be8b7-c635-4448-b346-c9b02dcf59a3,Cleversburg Water Supply Dam,Burd Run,Mid Atlantic Region,Northeast,40.0101,-77.462,2,15.1452,0.243043498,46.3,2004,1902,water supply,concrete,3,1.2,less than 5,1,NA,0,49320,Restoration,NA,NA,NA,NA,0,0,0,0,0,49320
546,PA,76288a7d-1d29-49f3-87c8-1ab14131bd9c,Ward Dam,Smithtown Creek,Mid Atlantic Region,Northeast,40.45956,-75.0796,1,3.6882,0.061957261,NA,2006,NA,unknown,concrete,3,2.4,less than 5,2,SC002,1,38617,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,38617
547,PA,b398ec08-342b-44a6-94dc-438f1f7f964b,Intake Dam,Rife Run,Mid Atlantic Region,Northeast,40.16675,-76.4065,2,16.8426,0.21877596,10.7,2001,NA,water supply,concrete,3,2.4,less than 5,1,NA,0,46920,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,46920
548,PA,3510cc62-be13-434c-9f76-c9739f6ce6d3,Martins Dam,Cocalico Creek,Mid Atlantic Region,Northeast,40.19408,-76.1642,4,123.7428,1.836404162,NA,2000,NA,unknown,masonry,3,1.2,less than 5,1,NA,0,38809,Safety,NA,NA,NA,NA,0,0,0,0,0,38809
549,PA,08f79c82-a006-4758-aed0-e8000b8a444b,Mohnton Water Supply Dam,Wyomissing Creek,Mid Atlantic Region,Northeast,40.2822,-75.9921,2,10.6785,0.166276526,NA,2006,NA,"power, water supply",concrete,3,NA,less than 5,1,NA,0,101370,Restoration,NA,NA,NA,NA,0,0,0,0,0,101370
550,PA,7d29d3c0-4241-4d1d-beed-ac39393f5a73,Unnamed Dam,West Branch Chester Creek,Mid Atlantic Region,Northeast,39.88748,-75.4439,3,49.4703,0.745129512,NA,2009,1917,"power, water supply","concrete, masonry",3,3,less than 5,1,NA,0,195391,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,195391
551,PA,92d3e327-2634-4bef-ab19-f56f7588f9b6,Amish Dam #7,Muddy Creek,Mid Atlantic Region,Northeast,40.17935,-76.0688,3,79.3386,1.174384596,NA,2001,NA,water supply,unknown,,NA,less than 5,4,MC001,1,11730,NA,NA,NA,NA,NA,0,0,0,0,0,11730
552,PA,84975f5a-462d-4fe7-848e-5550124a1683,Upper Grove City Dam,Wolf Creek,Ohio Region,Northeast,41.16712,-80.08,4,154.0656,2.26489469,30.5,2004,1885,power,concrete,3,1.7,less than 5,1,NA,0,24660,Restoration,NA,NA,NA,NA,0,0,0,0,0,24660
553,RI,156dce65-8bd0-4795-b8ee-a48604d89123,Pawtuxet Falls Dam,Pawtuxet River,New England Region,Northeast,41.7644,-71.3909,5,600.4422,11.69797266,NA,2011,1638,"power, water supply",concrete,3,1.2,less than 5,1,NA,0,736192,"Safety,Restoration",NA,1,CofferDam,"Revegetation,EcologicalMonitoring,Fish.Passage,StrucRemovalSafety",6,1,1,4,6,697102.1593
554,RI,31b1923a-bb51-4d59-945b-4b53f095df8d,Lower Shannock Falls Dam,Pawcatuck River,New England Region,Northeast,41.44734,-71.6433,4,239.2236,4.74318514,25.5,2010,NA,power,unknown,,2.1,less than 5,1,NA,0,1214550,Restoration,NA,NA,NA,NA,0,0,0,0,0,1150060.619
555,SC,50e6e7bd-8850-4a96-ac42-ae57cd9289f2,Carmet Pond Dam,Unnamed Tributary Of South Tyger River,South Atlantic-Gulf Region,Southeast,34.8996,-82.1563,1,1.1547,0.017160009,108,2020,NA,unknown,"earth, sheet piling",1,4.6,less than 5,1,NA,0,97500,NA,NA,NA,NA,NA,0,0,0,0,0,117219.1011
556,SC,c726d19f-a9e2-41dc-ab3e-df3d817d5e8c,Cullums Pond Dam,Dry Creek Tributary,South Atlantic-Gulf Region,Southeast,33.990659,-80.843079,1,4.09,0.4,NA,2017,NA,unknown,masonry,3,NA,unknown,1,NA,0,369034,Safety,NA,NA,NA,NA,0,0,0,0,0,443670.0899
557,SC,742de520-09ce-4c72-9b14-9001a357cfea,Matthews Creek Dam ,Matthews Creek,South Atlantic-Gulf Region,Southeast,35.06563,-82.64682,2,25.8876,0.910783067,NA,2019,NA,recreation and resource management,earth,1,2.4,less than 5,1,NA,0,80827,NA,NA,NA,NA,NA,0,0,0,0,0,97174.03371
558,SC,6388f451-43e5-4d00-9434-ebf9dc82a7bc,Woodside Dam 2,Twelvemile Creek,South Atlantic-Gulf Region,Southeast,34.7661,-82.792,4,340.0596,6.574152467,NA,2011,1895,power,unknown,,6.4,between 5 and 10,2,TC001,1,4302860,Restoration,NA,1,NA,NA,1,1,0,0,1,5173101.348
559,SC,97216300-20b8-414c-b2b4-470195e6810f,Woodside Dam 1,Twelvemile Creek,South Atlantic-Gulf Region,Southeast,34.7746,-82.7794,4,334.2771,6.47209855,NA,2011,1937,power,unknown,,8.2,between 5 and 10,2,TC001,0,5513039,Restoration,NA,1,NA,NA,1,1,0,0,1,6628035.652
560,SD,6f4f2eb5-8d1a-46c5-8487-23115cfafdc2,Klondike Dam,Big Sioux River,Missouri Region,Midwest,43.386174,-96.521604,6,11726.6544,14.2347374,40,2013,NA,power,concrete,3,3.7,less than 5,1,NA,0,676282,"Safety,Restoration",NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,761707.0947
561,TN,3c44769a-e81c-4e6c-90e7-ab329ca96606,Brown's Mill Dam,East Fork Of The Stone's River,Ohio Region,Southeast,35.90204,-86.281,5,563.6682,11.33948138,21.5,2014,1829,power,concrete,3,0.6,less than 5,1,NA,0,66980,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,79631.77778
562,TN,0f9950cd-2785-4291-acf7-f78fc4505f95,Harpeth River Dam,Harpeth River,Ohio Region,Southeast,35.90887,-86.8546,4,474.9867,8.811806351,25,2012,NA,water supply,unknown,,1.9,less than 5,1,NA,0,1050034,Restoration,NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,1248373.756
563,TN,ab557567-572f-45ed-87a8-a40ee8012ca4,Mccabe Golf Course Dam,Richland Creek,Ohio Region,Southeast,36.13855,-86.8497,2,56.4615,0.95314507,14,2014,1970,water supply,concrete,3,1.5,less than 5,1,NA,0,80146,Restoration,NA,NA,NA,NA,0,0,0,0,0,95284.68889
564,VA,3cadbe30-8ec2-4ea3-a36a-bb8af09971e4,Brantley Dam,Dan River,South Atlantic-Gulf Region,Southeast,36.57701,-79.3777,7,5434.002,79.43419267,153.3,2011,NA,power,concrete,3,1.5,less than 5,1,NA,0,31902,Safety,NA,NA,NA,NA,0,0,0,0,0,36313.97872
565,VA,59237c8d-fd83-4319-b82c-275b1218df6f,Quinn Dam,Tye River,Mid Atlantic Region,Southeast,37.65398,-78.9599,5,463.1166,8.772644151,82.5,2007,NA,power,concrete,3,1.8,less than 5,1,NA,0,55396,Restoration,NA,NA,NA,NA,0,0,0,0,0,63057.14894
566,VA,f80e44ee-3fb2-4716-af2d-f2c25fa4b4bd,Chancellorsville Brygadier A Dam,Tributary Of Hunting Run,Mid Atlantic Region,Southeast,38.313507,-77.680014,NA,NA,NA,66,2000,NA,unknown,unknown,,1.8,less than 5,2,THR,0,14553,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,16565.64894
567,VA,c888dc9c-2ea6-4786-916c-b5b8d52b7b6f,Wasena Park Dam,Roanoke River,South Atlantic-Gulf Region,Southeast,37.26655,-79.964,5,971.4789,11.21944627,68.3,2009,NA,unknown,concrete,3,1.5,less than 5,1,NA,0,1172349,Restoration,NA,NA,NA,NA,0,0,0,0,0,1334482.372
568,VA,b4ef68ff-6b5b-4ff4-9c52-ffcffdce5a97,Fredricksburgh Milstead B Dam,Tributary Of Rapphannock River,Mid Atlantic Region,Southeast,38.245768,-77.436599,3,62.2116,0.672270265,56,2000,NA,unknown,unknown,,4.6,less than 5,2,TRR001,1,109747,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,124924.7766
569,VA,a44d2300-df8f-422a-a94d-6108ae884577,Fredricksburgh Milstead A Dam,Tributary Of Rapphannock River,Mid Atlantic Region,Southeast,38.245767,-77.437594,3,62.2116,0.672270265,52.7,2000,NA,unknown,unknown,,1.5,less than 5,2,TRR001,0,35787,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,40736.26596
570,VA,4aa9a5eb-b264-4c8b-a06e-0df81c2d219f,Lake Charles Dam,Kimages Creek,Mid Atlantic Region,Southeast,37.3274,-77.2033,1,12.3516,0.123659671,50,2008,1927,recreation and resource management,earth,1,2.7,less than 5,1,NA,0,65022,Restoration,NA,NA,NA,NA,0,0,0,0,0,74014.40426
571,VA,6833280d-b551-458b-9318-66528bba7fb1,Chancellorsville Brygadier B Dam,Tributary Of Hunting Run,Mid Atlantic Region,Southeast,38.316417,-77.679856,NA,NA,NA,26.3,2000,NA,unknown,unknown,,1.8,less than 5,2,THR,1,14553,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,16565.64894
572,VA,c20a5429-0b0e-4dc7-a5cd-2a471f1a977e,Marion Ice Plant Dam,Middle Fork Holston,Tennessee Region,Southeast,36.831,-81.528,4,211.2786,3.459837317,25,2015,NA,other,"concrete, masonry",3,3.7,less than 5,1,NA,0,170660,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,194261.9149
573,VA,34d3cb80-52a0-416d-985b-f32292e57f5f,Woolen Mills Dam,Rivanna River,Mid Atlantic Region,Southeast,38.0208,-78.4544,5,1212.5565,18.33193031,NA,2007,1830,power,"concrete, wood",2,2.7,less than 5,1,NA,0,346222,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,394103.766
574,VA,24c67cf2-587d-474f-bdae-824c02171cb1,Jordan's Point Dam,Maury River,Mid Atlantic Region,Southeast,37.79325,-79.428417,5,1280.448,19.504446,54.5,2019,1911,power,"concrete, wood",2,3,less than 5,1,NA,0,311183,"Safety,Restoration",Sed removal,0,NA,"StrucRemovalSafety,Access.Roads",4,1,0,2,3,354218.9468
575,VA,6642cdff-ddb0-4ddb-8357-cec4c2702e18,Embrey Dam,Rappahannock River,Mid Atlantic Region,Southeast,38.3225,-77.4897,6,4149.558,54.51024196,NA,2005,1910,power,concrete,3,6.4,between 5 and 10,1,NA,0,15474934,"Safety,Restoration,Economic",Sed removal,NA,NA,NA,1,1,0,0,1,17615084.45
576,VT,d4b8c609-c509-4ae5-ac17-182f24f4a09e,Marshfield-8 Dam,Winooski River,Great Lakes Region,Northeast,44.35033,-72.3517,3,134.5284,2.717029786,17,2012,1965,power,"concrete, masonry",3,3.4,less than 5,1,NA,0,301387,Safety,NA,NA,NA,NA,0,0,0,0,0,322484.09
577,VT,d64875ff-e808-4851-8485-b1dee7de2d05,Camp Wihakowi Dam,Bull Run,Great Lakes Region,Northeast,44.10644392,-72.67538535,2,24.3351,0.456241039,19,2020,1920,recreation and resource management,concrete,3,4,less than 5,1,NA,0,4.00E+05,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,428000
578,VT,8584e823-dfe3-4059-b9cc-2aafa27ea36e,Mill Pond Dam,Indian Brook,Great Lakes Region,Northeast,44.541833,-73.152667,2,30.5802,0.373527529,30.3,2019,NA,unknown,masonry,3,3.7,less than 5,1,NA,0,625398,"Safety,Restoration",Sed removal,NA,NA,Revegetation,2,1,0,1,2,669175.86
579,VT,c56afc82-0675-4c80-a9d5-97d0a69b7890,Upper Eaton Dam,First Branch White River,New England Region,Northeast,43.832167,-72.513667,4,270.8532,4.56634643,24,2019,NA,power,concrete,3,2.4,less than 5,2,FBWR001,1,79987,"Safety,Restoration",Sed removal,1,RiverHabFeature,Public.Interpr.Facility,4,2,1,1,4,85586.09
